"family_name","copies","representative_path","size_kb","mechanism_keywords","uses_iCustom","has_mart_block","rough_family","already_known"
"boss_redbull_racing_add_hedging_lot_rev4_2_add_lot_hedging_multi","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull Racing\old\(Boss) Redbull Racing add hedging lot_rev4.2_add lot hedging multi.mq4","236.4","iATR","n","y","other","n"
"boss_redbull_racing_add_hedging_lot_rev4_add_atr_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull Racing\old\(Boss) Redbull Racing add hedging lot_rev4_add ATR MM.mq4","233.2","iATR","n","y","other","n"
"boss_redbull_racing_add_hedging_lot_rev5_add_adx_mode","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull Racing\old\(Boss) Redbull Racing add hedging lot_rev5 add ADX mode.mq4","267.6","iADX|iATR","n","y","trend","n"
"boss_redbull_racing_add_hedging_lot_rev6_2_psar_add_close","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull Racing\old\(Boss) Redbull Racing add hedging lot_rev6 .2 PSAR add close.mq4","285.2","iSAR|iATR","n","y","breakout","n"
"boss_redbull_racing_add_hedging_lot_rev6_2_psar_add_close_check_psar","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull Racing\old\(Boss) Redbull Racing add hedging lot_rev6 .2 PSAR add close_check psar.mq4","285.3","iSAR|iATR","n","y","breakout","n"
"boss_redbull_racing_add_hedging_lot_rev6_3_psar_add_close_check_psar","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull Racing\old\(Boss) Redbull Racing add hedging lot_rev6 .3 PSAR add close_check psar.mq4","285.3","iSAR|iATR","n","y","breakout","n"
"boss_redbull_racing_add_hedging_lot_rev6_4_psar_add_close_check_psar","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull Racing\old\(Boss) Redbull Racing add hedging lot_rev6 .4 PSAR add close_check psar.mq4","285.3","iSAR|iATR","n","y","breakout","n"
"boss_redbull_racing_add_hedging_lot_rev6_5_psar_for_trend","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull Racing\old\(Boss) Redbull Racing add hedging lot_rev6 .5 PSAR for trend.mq4","285.2","iSAR|iATR","n","y","breakout","n"
"boss_redbull_racing_reverse_rev","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull following\old\(Boss) Redbull racing reverse rev 1.11.mq4","241.8","","n","y","breakout","n"
"boss_redbull_racing_reverse_rev_1_2_with_hedging","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull following\old\(Boss) Redbull racing reverse rev 1.2 with hedging.mq4","276.8","","n","y","breakout","n"
"boss_redbull_racing_reverse_rev_1_21_with_hedging","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull following\old\(Boss) Redbull racing reverse rev 1.21 with hedging.mq4","279.3","","n","y","breakout","n"
"boss_redbull_racing_reverse_rev_1_22_with_hedging","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull following\old\(Boss) Redbull racing reverse rev 1.22 with hedging.mq4","279.2","","n","y","breakout","n"
"boss_redbull_racing_reverse_rev_1_23_with_hedging","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull following\old\(Boss) Redbull racing reverse rev 1.23 with hedging.mq4","279.1","","n","y","breakout","n"
"boss_redbull_racing_reverse_rev_1_24_with_hedging","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull following\old\(Boss) Redbull racing reverse rev 1.24 with hedging.mq4","279.7","","n","y","breakout","n"
"boss_redbull_racing_reverse_rev_1_25_with_hedging","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull following\old\(Boss) Redbull racing reverse rev 1.25 with hedging.mq4","280.4","","n","y","breakout","n"
"boss_redbull_racing_reverse_rev_1_26_with_hedging","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull following\old\(Boss) Redbull racing reverse rev 1.26 with hedging.mq4","279.7","","n","y","breakout","n"
"boss_redbull_racing_reverse_rev_1_27_with_hedging","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull following\old\(Boss) Redbull racing reverse rev 1.27 with hedging.mq4","287.4","","n","y","breakout","n"
"boss_rsi_obos_rev_4_1_mt","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) RSI OBOS\old\(Boss)RSI_OBOS rev 4.1 (MT4).mq4","570","","n","n","other","n"
"boss_supermax","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) supermax\(Boss)supermax.mq4","198.5","","n","y","other","n"
"boss_trend_ema_adx","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V5.3.mq4","308.9","iMA|iADX","n","y","breakout","n"
"boss_trend_ema_adx","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V5.2.mq4","305.7","iMA|iADX","n","y","breakout","n"
"boss_trend_ema_adx_v5_21_mt","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) trend ema +adx\(Boss)Trend ema+adx V5.21 MT4.mq4","305.7","iMA|iADX","n","y","breakout","n"
"boss_trend_ema_adx_v5_6_mt4_fix_lot","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V5.6 mt4 fix lot.mq4","354.6","iMA|iADX","n","y","breakout","n"
"boss_trend_ema_adx_v5_7_mt4_fix_lot","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V5.7 mt4 fix lot.mq4","355","iMA|iADX","n","y","breakout","n"
"boss_trend_ema_adx_v5_8_mt4_select_mode","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V5.8 mt4 select mode.mq4","399.2","iMA|iADX","n","y","breakout","n"
"boss_trend_ema_adx_v6_1_mt4_atr_nearby","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.1 mt4 atr nearby.mq4","397.6","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_12_mt4_atr_nearby","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.12 mt4 atr nearby.mq4","413.4","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_13_mt4_atr_nearby","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.13 mt4 atr nearby.mq4","419.2","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_14_mt4_atr_nearby","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.14 mt4 atr nearby.mq4","419","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_15_mt4_atr_nearby","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.15 mt4 atr nearby.mq4","419","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_2_mt4_dynamic_atr_tp_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.2 mt4 dynamic atr TP MM.mq4","371.3","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_21_mt4_dynamic_atr_tp_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.21 mt4 dynamic atr TP MM.mq4","373","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_31_mt4_dynamic_atr_tp_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.31 mt4 dynamic atr TP MM.mq4","373.8","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_33_mt4_dynamic_atr_tp_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.33 mt4 dynamic atr TP MM.mq4","373.8","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_34_mt4_dynamic_atr_tp_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.34 mt4 dynamic atr TP MM.mq4","375.2","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_4_mt4_dynamic_atr_tp_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.4 mt4 dynamic atr TP MM.mq4","378.9","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_42_mt4_dynamic_atr_tp_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) trend ema +adx\old\(Boss)Trend ema+adx V6.42 mt4 dynamic atr TP MM.mq4","381","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_43_mt4_dynamic_atr_tp_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) trend ema +adx\old\(Boss)Trend ema+adx V6.43 mt4 dynamic atr TP MM.mq4","381.1","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_45_mt4_dynamic_atr_tp_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) trend ema +adx\old\(Boss)Trend ema+adx V6.45 mt4 dynamic atr TP MM.mq4","381.1","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_46_mt4_dynamic_atr_tp_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) trend ema +adx\old\(Boss)Trend ema+adx V6.46 mt4 dynamic atr TP MM.mq4","381","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_47_mt4_dynamic_atr_tp_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) trend ema +adx\old\(Boss)Trend ema+adx V6.47 mt4 dynamic atr TP MM.mq4","380.3","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_48_mt4_dynamic_atr_tp_mm","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) trend ema +adx\(Boss)Trend ema+adx V6.48 mt4 dynamic atr TP MM.mq4","381.1","iMA|iADX|iATR","n","y","breakout","n"
"boss_trend_ema_adx_v6_mt4_atr_nearby","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6 mt4 atr nearby.mq4","394.4","iMA|iADX|iATR","n","y","breakout","n"
"bulls","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL4\Indicators\Bulls.mq4","2.5","iMA","n","n","trend","y"
"cci","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL4\Indicators\CCI.mq4","4.1","","n","n","other","y"
"custom_moving_averages","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL4\Indicators\Custom Moving Averages.mq4","6.9","","n","n","other","n"
"dllsampletester","1","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL4\Scripts\Examples\DLL\DLLSampleTester.mq4","2.2","","n","n","other","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  3.12.mq4","402.6","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.2.mq4","387.4","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.47.mq4","424.8","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.45.mq4","421.4","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.mq4","379.8","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.51.mq4","425","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.33.mq4","391.5","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.5.mq4","425","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.49.mq4","425","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  3.2.mq4","402.8","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.31.mq4","391.5","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  3.13.mq4","403","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.48.mq4","424.8","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.6.mq4","410.5","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.3.mq4","391.7","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  3.11.mq4","403.1","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.4.mq4","420.8","iATR","n","y","breakout","n"
"ea_no_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  2.41.mq4","421.5","iATR","n","y","breakout","n"
"ea_no_way_3_2_lot_plus","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  3.2 lot plus.mq4","407.9","iATR","n","y","breakout","n"
"ea_no_way_3_21_lot_plus","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA no way\old\EA  NO WAY  3.21 lot plus.mq4","407","iATR","n","y","breakout","n"
"ea_time_manager","1","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-08\EA Time Manager By Chakad\EA Time Manager.mq4","18.2","","n","n","other","n"
"ea_two_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA two way\old\EA  TWO WAY  1.11.mq4","324.3","","n","y","breakout","n"
"ea_two_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA two way\old\EA  TWO WAY  1.0.mq4","325.1","","n","y","breakout","n"
"ea_two_way","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA two way\old\EA  TWO WAY  1.1.mq4","324.2","","n","y","breakout","n"
"ea_two_way_1_2_add_safety_mode","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA two way\old\EA  TWO WAY  1.2 add safety mode.mq4","308","","n","y","breakout","n"
"ea_two_way_1_3_add_safety_mode_and_lot_plus","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) EA two way\old\EA  TWO WAY  1.3 add safety mode and lot plus.mq4","307.8","","n","y","breakout","n"
"ex1_ema_crossover_and_closing_order_by_auto_lot_or_martingale","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX1 - EMA Crossover and Closing order by Auto Lot or Martingale.mq4","427.7","","n","n","other","n"
"ex10_macd_divergence_and_grid","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX10 - MACD Divergence and Grid.mq4","528.8","","n","n","other","n"
"ex10_macd_divergence_and_grid_hedging","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX10 - MACD Divergence and Grid (Hedging).mq4","556.7","","n","n","other","n"
"ex100_advance_trading_robot_cci_indicator_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX100 - Advance Trading Robot [CCI Indicator Strategy].mq4","570.8","","n","n","other","n"
"ex101_basic_moving_average_trading_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX101 - Basic Moving Average Trading Strategy.mq4","582.7","","n","n","other","n"
"ex102_basic_price_action_strategy_multi_tf","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX102 -  Basic Price Action Strategy  (Multi TF).mq4","601.5","","n","n","other","n"
"ex103_gold_robot_scalping_engulfing_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX103 - Gold Robot Scalping [Engulfing Strategy].mq4","540.2","","n","n","other","n"
"ex104_advance_trading_robot_double_rsi_two_time_frame_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX104- Advance Trading Robot [Double RSI Two Time Frame Strategy].mq4","659","","n","n","other","n"
"ex105_gold_robot_scalping_double_rsi","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX105- Gold Robot Scalping [Double RSI].mq4","550.7","","n","n","other","n"
"ex106_advance_trading_robot_candlestick_patterns","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX106 - Advance Trading Robot [Candlestick Patterns].mq4","665.3","","n","n","other","n"
"ex107_gold_robot_scalping_candlestick_patterns","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX107 - Gold Robot Scalping [Candlestick Patterns].mq4","552.7","","n","n","other","n"
"ex108_gold_robot_scalping_zig_zag_breakout_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX108 - Gold Robot Scalping [Zig Zag Breakout Strategy].mq4","603.3","","n","n","other","n"
"ex109_gold_robot_scalping_angle_calculation","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX109- Gold Robot Scalping [Angle Calculation].mq4","559.9","","n","n","other","n"
"ex11_sto_withing_limits_and_auto_lots","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX11 - STO withing Limits and Auto Lots.mq4","455.9","","n","n","other","n"
"ex11_sto_withing_limits_and_auto_lots_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX11 - STO withing Limits and Auto Lots RV1.mq4","564.8","","n","n","other","n"
"ex110_gold_robot_scalping_trendline_and_ema","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX110- Gold Robot Scalping [Trendline and EMA].mq4","585.6","","n","n","other","n"
"ex111_gold_robot_scalping_rate_of_change","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX111- Gold Robot Scalping [Rate of Change].mq4","533.9","","n","n","other","n"
"ex112_gold_robot_scalping_throwback_pullback_and_macd","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX112 - Gold Robot Scalping [Throwback Pullback and MACD].mq4","633.3","","n","n","other","n"
"ex113_gold_robot_scalping_rsi_divergence","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX113 - Gold Robot Scalping [RSI Divergence].mq4","543.5","","n","n","other","n"
"ex114_gold_robot_scalping_fibonacci_trading_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX114 -  Gold Robot Scalping [Fibonacci Trading Strategy].mq4","658.7","","n","n","other","n"
"ex115_gold_robot_scalping_ema_and_price_action","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX115 - Gold Robot Scalping [EMA and Price Action] .mq4","551.1","","n","n","other","n"
"ex116_gold_robot_scalping_hedging_rebalance_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX116 - Gold Robot Scalping [Hedging Rebalance] RV1.mq4","526.8","","n","n","other","n"
"ex117_sideways_trading","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX117 - Sideways Trading.mq4","620","","n","n","other","n"
"ex118_4_candlestick_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX118 - 4 Candlestick Pattern.mq4","588.9","","n","n","other","n"
"ex119_gold_robot_scalping_breakout_master_bar","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX119- Gold Robot Scalping [Breakout Master Bar].mq4","588.7","","n","n","other","n"
"ex12_adx_grid_pending","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX12 - ADX Grid pending .mq4","417.1","","n","n","other","n"
"ex120_macd_divergence_and_volume","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX120- MACD Divergence and Volume.mq4","445.3","","n","n","other","n"
"ex121_gold_robot_scalping_3_candlestick_patterns","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX121 - Gold Robot Scalping [3 Candlestick Patterns].mq4","543.8","","n","n","other","n"
"ex122_gold_robot_scalping_doji_candlestick_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX122 - Gold Robot Scalping [Doji Candlestick Pattern].mq4","546.6","","n","n","other","n"
"ex123_gold_robot_scalping_seven_ema_forecasting","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX123 - Gold Robot Scalping [Seven EMA Forecasting].mq4","501.3","","n","n","other","n"
"ex123_gold_robot_scalping_seven_ema_forecasting_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX123 - Gold Robot Scalping [Seven EMA Forecasting] RV1.mq4","500.8","","n","n","other","n"
"ex124_gold_robot_scalping_rsi","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX124 - Gold Robot Scalping [RSI].mq4","593.8","","n","n","other","n"
"ex125_gold_robot_scalping_breakout_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX125- Gold Robot Scalping [Breakout Strategy].mq4","575.6","","n","n","other","n"
"ex126_gold_robot_scalping_gts_and_modify_tp","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX126 - Gold Robot Scalping [GTS and Modify TP].mq4","560.8","","n","n","other","n"
"ex128_gold_robot_scalping_dynamic_grid_distance_and_lot_size","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX128 -  Gold Robot Scalping [Dynamic Grid Distance and Lot Size).mq4","646.4","","n","n","other","n"
"ex128_gold_robot_scalping_dynamic_grid_distance_and_lot_size_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX128 -  Gold Robot Scalping [Dynamic Grid Distance and Lot Size) RV1.mq4","671.9","","n","n","other","n"
"ex128_gold_robot_scalping_dynamic_grid_distance_and_lot_size_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX128 -  Gold Robot Scalping [Dynamic Grid Distance and Lot Size) RV1.mq4","651.3","","n","n","other","n"
"ex129_gold_robot_scalping_two_ema_and_price_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX129 - Gold Robot Scalping [Two EMA and Price Pattern].mq4","570.2","","n","n","other","n"
"ex13_ict_price_action_concept","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX13 - ICT Price Action Concept.mq4","449.3","","n","n","other","n"
"ex130_gold_robot_scalping_multi_cci_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX130- Gold Robot Scalping [Multi CCI Strategy].mq4","638.5","","n","n","other","n"
"ex130_gold_robot_scalping_multi_cci_strategy_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX130- Gold Robot Scalping [Multi CCI Strategy] RV1.mq4","658.8","","n","n","other","n"
"ex131_advance_trading_robot_rsi_and_bb_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX131 - Advance Trading Robot [RSI and BB Strategy].mq4","336.2","iRSI|iBands","n","y","reversion","n"
"ex131_advance_trading_robot_rsi_and_bb_strategy_ver","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX131 - Advance Trading Robot [RSI and BB Strategy] Ver5.mq4","335.6","iRSI|iBands","n","y","reversion","n"
"ex134_multi_indicator_multi_time_frame_dashboard","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX134 - Multi Indicator Multi Time Frame Dashboard.mq4","865","","n","n","other","n"
"ex136_multi_group_scalping_ea_reversal_candlestick_and_sto","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX136 - Multi Group Scalping EA(Reversal  Candlestick and STO).mq4","678.3","","n","n","other","n"
"ex136_multi_group_scalping_ea_reversal_candlestick_and_sto_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX136 - Multi Group Scalping EA(Reversal  Candlestick and STO) RV1.mq4","678.3","","n","n","other","n"
"ex137_multi_group_scalping_ea_rsi_overbought_oversold_with_special_doji","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX137- Multi Group Scalping EA [RSI Overbought_Oversold with Special Doji].mq4","666.5","","n","n","other","n"
"ex137_multi_group_scalping_ea_rsi_overbought_oversold_with_special_doji_ver","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\modify\EX137- Multi Group Scalping EA [RSI Overbought_Oversold with Special Doji] Ver 7.1.mq4","335.6","iRSI","n","y","reversion","n"
"ex138_multi_group_scalping_ea_the_powerful_of_single_candle_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX138- Multi Group Scalping EA [The powerful of single candle strategy].mq4","678.5","","n","n","other","n"
"ex138_multi_group_scalping_ea_the_powerful_of_single_candle_strategy_rv","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX138- Multi Group Scalping EA [The powerful of single candle strategy]RV1.mq4","723","","n","n","other","n"
"ex139_multi_group_scalping_ea_ict_engulfing_pattern","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX139- Multi Group Scalping EA [ICT Engulfing Pattern ].mq4","751.1","","n","n","other","n"
"ex14_ict_price_action_concept_v","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX14 - ICT  Price Action Concept V.2.mq4","486.2","","n","n","other","n"
"ex140_multi_group_scalping_ea_breakout_strategy","1","D:\Forex\50_KNOWLEDGE\04_FxDreema_Learner\EX140- Multi Group Scalping EA [Breakout strategy].mq4","794","","n","n","other","n"
