Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSwingPeriod,InpRiskReward,InpLotMultiplier,InpMinGapPts,InpTakeProfitUSD,InpDailyTargetUSD,InpSLBufferPts,InpMaxRecoverySteps,reject_reasons,score
1327,5106.92,9.302222,1.201315,2.992435,1.997221,10.2330,549,7,1.5,1.4,400,120,180,30,3,,105.0215
1948,11878.54,18.302835,1.327084,4.847137,3.427844,11.3971,649,6,2.0,2.0,450,120,300,45,5,MAX_RECOVERY_STEPS_GT_3,104.9676
872,11878.54,18.302835,1.327084,4.847137,3.427844,11.3971,649,6,2.0,1.6,450,120,300,45,5,MAX_RECOVERY_STEPS_GT_3,104.9676
1842,12236.92,18.710887,1.349521,4.560909,3.826936,12.3386,654,6,2.5,1.0,150,120,260,45,5,MAX_RECOVERY_STEPS_GT_3,104.5712
252,12239.58,18.714954,1.350102,4.561901,3.821400,12.3388,654,6,2.5,1.0,100,120,260,45,5,MAX_RECOVERY_STEPS_GT_3,104.5522
2109,17195.75,24.957547,1.392954,4.066247,4.446874,15.2932,689,6,2.5,2.0,400,160,300,30,7,MAX_RECOVERY_STEPS_GT_3,104.3047
1307,17178.61,24.932671,1.392650,4.062559,4.437259,15.3019,689,6,2.5,2.0,400,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,104.1236
1844,17154.21,24.897257,1.392020,4.056069,4.430565,15.3169,689,6,2.5,2.0,400,160,300,15,7,MAX_RECOVERY_STEPS_GT_3,103.9071
509,6729.68,10.907099,1.236175,5.332763,2.827199,8.4459,617,5,2.5,1.2,100,200,100,30,5,MAX_RECOVERY_STEPS_GT_3,103.5736
2097,9571.66,14.350315,1.253128,5.338468,2.929072,11.8855,667,6,2.0,2.0,250,120,260,45,5,MAX_RECOVERY_STEPS_GT_3,103.2790
1035,9526.46,14.303994,1.253523,5.342010,2.921863,11.8995,666,6,2.0,1.4,250,120,260,15,5,MAX_RECOVERY_STEPS_GT_3,103.2202
2012,9554.37,14.345901,1.253939,5.327933,2.932230,11.9075,666,6,2.0,2.0,250,120,260,30,5,MAX_RECOVERY_STEPS_GT_3,103.1316
1936,12188.41,16.788444,1.301149,4.594424,3.705487,12.1295,726,6,2.0,1.2,100,160,260,45,7,MAX_RECOVERY_STEPS_GT_3,103.0502
1613,14127.62,20.211187,1.345428,4.307621,4.012153,13.5112,699,6,2.0,1.4,350,120,260,45,7,MAX_RECOVERY_STEPS_GT_3,102.6619
2052,14106.35,20.151929,1.346393,4.300349,4.012675,13.5248,700,6,2.0,1.4,350,120,260,30,7,MAX_RECOVERY_STEPS_GT_3,102.5792
2320,14549.88,20.995498,1.358418,4.268116,4.018772,13.8061,693,7,2.0,1.2,100,160,300,30,7,MAX_RECOVERY_STEPS_GT_3,102.3617
2236,13289.96,20.798059,1.339358,4.497037,3.782716,12.9804,639,6,2.5,1.2,150,160,300,45,5,MAX_RECOVERY_STEPS_GT_3,102.3573
1895,13277.21,20.778106,1.339033,4.492723,3.779399,12.9872,639,6,2.5,1.2,150,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,102.2335
1821,13267.32,20.762629,1.338820,4.489377,3.770897,12.9924,639,6,2.5,1.2,150,160,300,15,5,MAX_RECOVERY_STEPS_GT_3,102.0797
2259,14515.23,20.945498,1.358151,4.257952,4.008726,13.8253,693,7,2.0,1.2,100,160,300,15,7,MAX_RECOVERY_STEPS_GT_3,102.0591
1977,14040.23,20.057471,1.344878,4.279410,3.995421,13.5636,700,6,2.0,1.4,350,120,260,15,7,MAX_RECOVERY_STEPS_GT_3,101.9599
1753,5767.95,12.457775,1.202920,2.901544,2.083716,11.7489,463,7,2.0,1.2,400,200,260,30,3,,101.8621
1454,12491.82,17.042046,1.294464,4.755582,3.353427,12.1521,733,5,2.5,1.2,150,200,300,45,7,MAX_RECOVERY_STEPS_GT_3,101.8376
2023,11622.01,17.320432,1.308880,4.885538,3.451718,14.3597,671,6,2.0,1.6,100,120,300,30,5,MAX_RECOVERY_STEPS_GT_3,101.7761
1657,12306.49,19.168988,1.315773,4.599336,3.579476,12.4117,642,6,2.5,1.0,150,160,300,45,5,MAX_RECOVERY_STEPS_GT_3,101.2675
1547,12006.73,18.443518,1.330069,4.475114,3.721030,12.5015,651,6,2.5,1.2,150,120,300,30,5,MAX_RECOVERY_STEPS_GT_3,101.1910
1181,6519.89,10.030600,1.287722,5.202967,2.796778,10.4524,650,7,1.5,1.4,400,40,220,45,7,MAX_RECOVERY_STEPS_GT_3,101.0853
1159,12281.01,19.129299,1.315326,4.589814,3.572347,12.4259,642,6,2.5,1.0,150,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,101.0079
1250,6516.32,10.025108,1.285950,5.200118,2.789280,10.4524,650,7,1.5,1.4,400,40,260,45,7,MAX_RECOVERY_STEPS_GT_3,100.9038
2149,12595.03,18.522103,1.378590,4.140963,4.019523,13.0680,680,7,2.0,1.0,100,80,260,30,7,MAX_RECOVERY_STEPS_GT_3,100.8905
2077,12267.50,19.108255,1.314979,4.584764,3.568008,12.4333,642,6,2.5,1.0,150,160,300,15,5,MAX_RECOVERY_STEPS_GT_3,100.8610
1431,6511.85,10.018231,1.285768,5.188146,2.789246,10.4655,650,7,1.5,1.4,400,40,260,30,7,MAX_RECOVERY_STEPS_GT_3,100.6996
2324,12204.00,19.039002,1.313691,4.561032,3.588284,12.4723,641,6,2.5,1.0,100,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,100.5699
1924,12192.04,17.417200,1.323907,4.429909,3.644450,12.4878,700,6,2.0,1.8,150,120,220,15,7,MAX_RECOVERY_STEPS_GT_3,100.3405
1473,6563.34,10.035688,1.281120,5.113587,2.844430,10.4451,654,7,1.5,1.8,300,40,260,15,5,MAX_RECOVERY_STEPS_GT_3,100.0777
2051,13278.30,19.160606,1.325765,4.258418,3.831094,12.5831,693,6,2.5,1.0,150,200,260,15,7,MAX_RECOVERY_STEPS_GT_3,100.0284
2121,11466.90,17.114776,1.304970,4.773122,3.458862,14.4349,670,6,2.0,1.8,150,120,300,15,5,MAX_RECOVERY_STEPS_GT_3,99.8424
2316,11618.99,17.847911,1.321710,4.430637,3.691205,12.4503,651,6,2.5,1.0,100,120,300,45,5,MAX_RECOVERY_STEPS_GT_3,99.8006
2161,12762.46,18.685886,1.373377,4.116909,3.973523,13.2511,683,7,2.0,1.0,100,80,300,15,7,MAX_RECOVERY_STEPS_GT_3,99.7941
1780,11599.10,17.817358,1.320609,4.423052,3.689351,12.4602,651,6,2.5,1.0,150,120,300,45,5,MAX_RECOVERY_STEPS_GT_3,99.6079
1908,13244.06,19.111198,1.323589,4.248459,3.805938,12.5998,693,6,2.5,1.0,150,200,260,45,7,MAX_RECOVERY_STEPS_GT_3,99.5142
1729,6513.80,9.959939,1.281228,5.086403,2.834461,10.4876,654,7,1.5,1.4,300,40,220,15,5,MAX_RECOVERY_STEPS_GT_3,99.4983
2197,13232.84,19.095007,1.323315,4.244342,3.805181,12.6059,693,6,2.5,1.0,150,200,260,30,7,MAX_RECOVERY_STEPS_GT_3,99.4223
865,13863.85,21.901817,1.334448,4.213962,3.952033,13.3446,633,6,2.5,2.0,400,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,99.3967
2150,13864.46,21.902780,1.334645,4.214147,3.950828,13.3449,633,6,2.5,2.0,400,160,300,45,5,MAX_RECOVERY_STEPS_GT_3,99.3943
2199,13857.03,21.891043,1.334772,4.211889,3.950951,13.3477,633,6,2.5,2.0,400,160,300,15,5,MAX_RECOVERY_STEPS_GT_3,99.3590
1348,12700.72,19.783053,1.395888,4.005993,4.107325,13.5041,642,7,2.0,1.4,150,80,260,15,5,MAX_RECOVERY_STEPS_GT_3,99.3361
1018,10737.74,16.647659,1.306655,5.074642,3.012219,14.3596,645,7,2.0,2.0,150,120,300,30,5,MAX_RECOVERY_STEPS_GT_3,99.3264
2080,12901.24,18.806472,1.311898,4.329261,3.697849,12.3247,686,6,2.5,1.0,300,200,260,15,7,MAX_RECOVERY_STEPS_GT_3,99.2948
34,4653.30,10.050324,1.208296,2.796622,2.077836,12.2514,463,7,2.0,1.4,350,120,100,15,3,,99.2573
687,7056.84,15.858067,1.247658,2.559590,2.401588,14.1342,445,6,3.0,1.0,200,160,260,15,3,,99.0023
1906,13044.55,19.586411,1.312115,4.437163,3.476067,12.2416,666,6,2.5,2.0,400,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,98.5888
1864,11365.62,15.655124,1.259806,4.645570,3.328370,11.8082,726,6,2.0,1.2,100,160,300,30,7,MAX_RECOVERY_STEPS_GT_3,98.5734
1811,11206.39,17.056910,1.295501,4.769834,3.391019,14.4347,657,6,2.0,1.4,200,120,300,30,5,MAX_RECOVERY_STEPS_GT_3,98.4675
1426,11989.79,16.401902,1.287075,4.650847,3.235562,12.2698,731,5,2.5,1.0,200,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,98.4371
2019,13060.10,19.609760,1.312385,4.421846,3.480455,12.2860,666,6,2.5,2.0,400,200,300,45,7,MAX_RECOVERY_STEPS_GT_3,98.3669
2174,12293.03,18.051439,1.364408,4.053801,3.966093,13.2054,681,7,2.0,1.0,100,80,260,45,7,MAX_RECOVERY_STEPS_GT_3,98.2508
2198,13045.50,19.587838,1.312036,4.416903,3.476428,12.2923,666,6,2.5,2.0,400,200,300,30,7,MAX_RECOVERY_STEPS_GT_3,98.2254
1857,11634.24,17.762198,1.318935,4.336280,3.698609,12.6899,655,6,2.5,1.0,150,120,300,30,5,MAX_RECOVERY_STEPS_GT_3,98.1394
2356,13015.92,19.426746,1.316302,4.389825,3.551232,12.8354,670,7,2.0,1.2,150,200,300,30,7,MAX_RECOVERY_STEPS_GT_3,98.1072
1902,11592.12,18.400190,1.292988,4.464191,3.509046,11.7580,630,6,2.5,1.0,400,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,97.9944
2005,10340.01,16.412714,1.284290,4.729521,3.091824,10.9727,630,6,2.0,1.4,400,120,220,15,5,MAX_RECOVERY_STEPS_GT_3,97.8140
541,6310.03,9.752751,1.282745,4.968606,2.845192,10.4477,647,7,1.5,1.4,300,40,180,15,5,MAX_RECOVERY_STEPS_GT_3,97.7377
702,4440.22,7.551395,1.213062,2.784483,2.004937,14.3865,588,7,1.5,1.8,300,40,300,45,3,,97.6301
431,4537.65,7.390309,1.193812,2.645906,2.063266,13.1716,614,5,1.5,2.0,150,40,180,45,3,,97.3390
1744,12940.10,19.313582,1.314498,4.363371,3.527878,12.8796,670,7,2.0,1.2,150,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,97.3227
2100,11405.10,18.017536,1.301693,4.528079,3.292891,11.5520,633,6,2.5,1.0,350,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,97.2924
2359,12484.57,19.722859,1.322447,4.245239,3.666351,12.2502,633,6,2.5,2.0,400,160,260,15,5,MAX_RECOVERY_STEPS_GT_3,97.2126
2352,12520.16,19.779084,1.323089,4.237600,3.676966,12.2807,633,6,2.5,2.0,400,160,260,45,5,MAX_RECOVERY_STEPS_GT_3,97.2079
1104,5508.34,10.315243,1.196473,2.671449,2.026606,12.8473,534,5,2.0,1.4,400,160,220,15,3,,97.1803
508,6517.84,9.950901,1.287208,4.856051,2.932590,10.6032,655,7,1.5,1.4,300,40,180,15,7,MAX_RECOVERY_STEPS_GT_3,97.1112
2340,12508.78,19.761106,1.322813,4.233749,3.674742,12.2856,633,6,2.5,2.0,400,160,260,30,5,MAX_RECOVERY_STEPS_GT_3,97.1066
1896,12487.83,19.980528,1.308641,4.396906,3.484531,12.3084,625,6,2.5,2.0,450,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,97.0037
2091,11626.46,16.375296,1.284130,4.364680,3.520831,12.0924,710,6,2.0,1.2,250,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,96.9254
1462,13349.22,19.207511,1.331008,4.293693,3.538537,13.4059,695,6,2.0,1.4,350,120,300,30,7,MAX_RECOVERY_STEPS_GT_3,96.8921
2217,12935.92,19.278569,1.309817,4.363727,3.489828,12.8780,671,7,2.0,1.2,150,200,300,45,7,MAX_RECOVERY_STEPS_GT_3,96.7979
2176,13327.87,19.176791,1.330994,4.285999,3.534171,13.4202,695,6,2.0,1.4,350,120,300,15,7,MAX_RECOVERY_STEPS_GT_3,96.7048
1476,11225.34,16.411316,1.271494,4.529068,3.337311,12.1890,684,6,2.0,1.2,100,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,96.5687
1564,12210.58,17.930367,1.359582,4.068607,3.781597,13.1342,681,7,2.0,1.2,150,80,260,15,7,MAX_RECOVERY_STEPS_GT_3,96.5033
2101,13097.94,19.462021,1.328830,4.136174,3.824444,13.7686,673,6,2.0,2.0,450,120,260,30,7,MAX_RECOVERY_STEPS_GT_3,96.4370
1568,13097.94,19.462021,1.328830,4.136174,3.824444,13.7686,673,6,2.0,1.6,450,120,260,30,7,MAX_RECOVERY_STEPS_GT_3,96.4370
1801,13101.95,19.496949,1.326993,4.138225,3.817984,13.7643,672,6,2.0,1.6,450,120,260,45,7,MAX_RECOVERY_STEPS_GT_3,96.3318
1645,13101.95,19.496949,1.326993,4.138225,3.817984,13.7643,672,6,2.0,2.0,450,120,260,45,7,MAX_RECOVERY_STEPS_GT_3,96.3318
1825,12091.54,17.886893,1.296722,4.262267,3.654609,12.7218,676,6,2.5,1.0,400,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,96.3021
1078,4114.70,6.767599,1.181235,2.607574,1.826617,10.9944,608,6,1.5,2.0,150,40,220,15,3,,96.2728
1678,13501.54,19.205605,1.330032,4.244393,3.555526,13.5853,703,6,2.0,1.4,350,120,300,45,7,MAX_RECOVERY_STEPS_GT_3,96.2207
2341,12254.80,17.890219,1.353801,4.083341,3.735493,13.1700,685,7,2.0,1.2,150,80,300,15,7,MAX_RECOVERY_STEPS_GT_3,96.0972
959,10599.22,15.819731,1.319138,4.591229,3.386073,14.8254,670,6,2.0,1.2,100,120,220,15,5,MAX_RECOVERY_STEPS_GT_3,95.9796
1589,12360.53,19.496104,1.321525,4.328705,3.471794,12.6818,634,7,3.0,1.2,200,200,260,15,7,MAX_RECOVERY_STEPS_GT_3,95.9211
320,6367.73,9.811602,1.282995,4.832935,2.869791,10.5410,649,7,1.5,1.8,300,40,140,45,7,MAX_RECOVERY_STEPS_GT_3,95.9029
2233,13036.53,19.370773,1.327371,4.116002,3.804973,13.8073,673,6,2.0,1.6,450,120,260,15,7,MAX_RECOVERY_STEPS_GT_3,95.8115
2184,13036.53,19.370773,1.327371,4.116002,3.804973,13.8073,673,6,2.0,2.0,450,120,260,15,7,MAX_RECOVERY_STEPS_GT_3,95.8115
2086,12274.69,19.119455,1.377009,3.906214,4.000019,13.6485,642,7,2.0,2.0,150,80,260,45,5,MAX_RECOVERY_STEPS_GT_3,95.7193
1123,6384.24,9.806820,1.283579,4.811721,2.880333,10.5748,651,7,1.5,1.4,300,40,140,15,7,MAX_RECOVERY_STEPS_GT_3,95.7068
2113,12037.50,17.806953,1.295405,4.242096,3.633433,12.7544,676,6,2.5,1.0,400,160,300,15,7,MAX_RECOVERY_STEPS_GT_3,95.6756
1186,4742.45,9.738090,1.168844,2.679729,1.833534,11.1995,487,6,2.0,2.0,300,200,220,30,3,,95.3298
2180,12821.55,18.663100,1.329437,4.153765,3.655722,13.7107,687,7,2.0,1.0,100,160,300,15,7,MAX_RECOVERY_STEPS_GT_3,95.1662
2274,12819.88,18.660670,1.328912,4.153224,3.647769,13.7119,687,7,2.0,1.0,100,160,300,30,7,MAX_RECOVERY_STEPS_GT_3,95.0579
2160,12831.95,18.705466,1.328582,4.157134,3.640482,13.7047,686,7,2.0,1.0,100,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,95.0325
2207,11746.25,17.350443,1.312400,4.272405,3.429417,12.5879,677,7,2.0,1.0,100,160,260,30,7,MAX_RECOVERY_STEPS_GT_3,94.7533
1984,11961.33,17.642080,1.301604,4.311461,3.345649,12.4472,678,7,2.0,1.0,250,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,94.4143
1909,11871.83,18.637096,1.314103,4.130165,3.630786,13.0681,637,6,2.5,1.0,150,160,260,45,5,MAX_RECOVERY_STEPS_GT_3,93.6081
1701,11580.42,17.005022,1.299201,4.196975,3.482832,12.6497,681,6,2.0,1.2,450,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,93.5941
1853,11852.02,18.605997,1.313642,4.123274,3.624100,13.0790,637,6,2.5,1.0,150,160,260,30,5,MAX_RECOVERY_STEPS_GT_3,93.3988
1221,8194.94,12.158665,1.264819,4.674836,2.823724,10.8761,674,7,1.5,1.4,200,120,300,45,5,MAX_RECOVERY_STEPS_GT_3,93.3032
1203,6161.91,12.274721,1.209831,2.290426,2.308227,14.3531,502,6,2.0,2.0,300,200,260,45,3,,92.8114
2351,10536.98,16.387216,1.291343,4.383632,3.288335,12.8998,643,6,2.0,2.0,500,120,260,30,5,MAX_RECOVERY_STEPS_GT_3,92.8093
2391,7784.87,11.939985,1.264941,4.566844,2.847737,9.9154,652,7,2.0,1.2,150,120,180,30,7,MAX_RECOVERY_STEPS_GT_3,92.5612
1890,11792.07,17.495653,1.296446,4.284240,3.225659,12.4634,674,7,2.0,1.2,350,160,300,30,7,MAX_RECOVERY_STEPS_GT_3,92.4643
2182,12122.76,18.202342,1.305422,4.143655,3.465984,13.0880,666,7,2.0,1.2,150,200,260,30,7,MAX_RECOVERY_STEPS_GT_3,92.3745
1862,12857.72,19.048474,1.312494,3.945562,3.774315,13.8451,675,6,2.5,1.2,400,160,300,30,7,MAX_RECOVERY_STEPS_GT_3,92.3215
2030,10773.53,16.249668,1.296028,4.182937,3.429515,12.4751,663,6,2.0,1.2,100,160,260,30,5,MAX_RECOVERY_STEPS_GT_3,92.2883
1392,6005.89,9.428399,1.267055,4.708545,2.661603,9.5229,637,7,1.5,1.4,400,40,260,45,5,MAX_RECOVERY_STEPS_GT_3,92.2666
1286,6172.74,12.175030,1.214255,2.329934,2.195224,14.5524,507,6,2.0,1.6,100,200,260,15,3,,92.2665
1550,6003.59,9.424788,1.266794,4.706742,2.660708,9.5294,637,7,1.5,1.4,400,40,300,15,5,MAX_RECOVERY_STEPS_GT_3,92.2125
2040,11873.03,16.841177,1.288795,4.626715,3.177164,16.6826,705,6,2.5,1.0,150,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,92.1976
1654,11928.65,17.237934,1.274162,4.144267,3.374893,11.9346,692,6,2.5,1.0,300,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,92.0371
1860,12825.66,19.000978,1.311765,3.935278,3.763679,13.8647,675,6,2.5,1.2,400,160,300,15,7,MAX_RECOVERY_STEPS_GT_3,91.9958
2286,8064.53,11.687725,1.222121,4.813179,2.448419,9.4622,690,6,2.0,1.4,300,120,300,45,7,MAX_RECOVERY_STEPS_GT_3,91.9909
1393,9106.61,13.294321,1.283543,4.342374,2.989753,10.2958,685,7,1.5,1.4,300,160,300,45,5,MAX_RECOVERY_STEPS_GT_3,91.9412
1324,9106.61,13.294321,1.283543,4.342374,2.989753,10.2958,685,7,1.5,1.8,300,160,300,45,5,MAX_RECOVERY_STEPS_GT_3,91.9412
2169,12815.07,18.985289,1.311286,3.932933,3.759033,13.8695,675,6,2.5,1.2,400,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,91.8863
2145,10513.94,14.913390,1.249868,4.524421,2.903479,11.6996,705,6,2.0,1.6,150,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,91.8639
1957,10513.94,14.913390,1.249868,4.524421,2.903479,11.6996,705,6,2.0,1.4,150,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,91.8639
2194,11610.30,17.432883,1.278607,4.079673,3.504902,12.0672,666,6,2.5,1.2,400,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,91.8342
2400,11728.11,17.400757,1.294913,4.261002,3.205141,12.4993,674,7,2.0,1.2,350,160,300,15,7,MAX_RECOVERY_STEPS_GT_3,91.7819
1788,10908.58,16.379249,1.298938,4.137586,3.435808,12.6504,666,6,2.0,1.2,100,160,260,45,5,MAX_RECOVERY_STEPS_GT_3,91.6728
1539,9094.92,13.296667,1.283179,4.335870,2.973005,10.3032,684,7,1.5,1.4,300,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,91.6344
811,10985.51,16.926826,1.322837,4.021242,3.573877,12.9068,649,6,2.5,1.0,100,120,220,30,5,MAX_RECOVERY_STEPS_GT_3,91.6327
1570,11933.36,19.278449,1.358976,4.158038,3.235954,12.9470,619,7,2.5,2.0,150,120,260,45,5,MAX_RECOVERY_STEPS_GT_3,91.5674
1765,9082.12,13.277953,1.282789,4.328839,2.968556,10.3112,684,7,1.5,1.8,300,160,300,15,5,MAX_RECOVERY_STEPS_GT_3,91.4548
2083,11920.23,19.257237,1.358581,4.153463,3.232354,12.9544,619,7,2.5,2.0,150,120,260,30,5,MAX_RECOVERY_STEPS_GT_3,91.4335
2212,10529.31,14.935191,1.239787,4.671057,2.673541,11.7385,705,6,2.0,2.0,250,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,91.3723
2181,11987.52,17.551274,1.323518,4.041727,3.553173,14.1140,683,7,2.0,1.0,100,120,300,15,7,MAX_RECOVERY_STEPS_GT_3,91.2949
1919,10955.20,16.880123,1.320606,4.010147,3.560229,12.9243,649,6,2.5,1.2,150,120,220,15,5,MAX_RECOVERY_STEPS_GT_3,91.2156
1516,10942.28,16.860216,1.320577,4.005418,3.563701,12.9327,649,6,2.5,1.0,150,120,220,30,5,MAX_RECOVERY_STEPS_GT_3,91.1618
1024,6093.74,9.177319,1.266075,4.667994,2.662868,10.3021,664,7,1.5,1.4,200,40,220,15,7,MAX_RECOVERY_STEPS_GT_3,91.1313
1213,6601.55,14.413865,1.226868,2.225202,2.389707,15.8482,458,5,3.0,1.2,300,160,260,15,3,,91.0413
2134,11867.88,17.846436,1.301304,4.089200,3.449784,13.1472,665,7,2.0,1.0,100,200,260,30,7,MAX_RECOVERY_STEPS_GT_3,91.0388
1665,11614.80,16.521764,1.267174,4.394801,3.023020,12.7507,703,6,2.0,1.4,350,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,91.0099
1191,11614.80,16.521764,1.267174,4.394801,3.023020,12.7507,703,6,2.0,1.8,350,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,91.0099
1497,10928.00,16.838213,1.320158,4.000190,3.558742,12.9409,649,6,2.5,1.0,150,120,220,15,5,MAX_RECOVERY_STEPS_GT_3,91.0021
2250,11775.71,16.703135,1.269156,4.265202,3.245128,13.1752,705,6,2.0,1.8,250,200,300,45,7,MAX_RECOVERY_STEPS_GT_3,90.9274
377,10933.24,16.846287,1.319848,4.002108,3.542576,12.9382,649,6,2.5,1.2,150,120,220,30,5,MAX_RECOVERY_STEPS_GT_3,90.8643
2022,11744.84,18.237329,1.282864,4.119941,3.402446,12.4614,644,6,2.5,1.0,150,200,260,30,5,MAX_RECOVERY_STEPS_GT_3,90.8426
2270,11962.69,17.540601,1.320266,4.034171,3.517108,14.1299,682,7,2.0,1.0,100,120,300,45,7,MAX_RECOVERY_STEPS_GT_3,90.6613
1690,8923.42,13.398529,1.285408,4.368850,2.824290,10.1598,666,7,1.5,1.4,400,160,300,45,5,MAX_RECOVERY_STEPS_GT_3,90.5492
2028,11940.36,17.482225,1.321248,4.026234,3.513695,14.1526,683,7,2.0,1.0,100,120,300,30,7,MAX_RECOVERY_STEPS_GT_3,90.5183
590,7276.96,13.913881,1.211125,2.112252,2.544748,16.7814,523,5,2.5,1.0,200,200,260,15,3,,90.4929
2263,10826.39,15.120656,1.263787,4.405216,2.951263,12.3199,716,6,2.0,1.6,100,160,300,15,7,MAX_RECOVERY_STEPS_GT_3,90.4527
2142,12081.59,18.587062,1.303159,3.985929,3.597478,13.5771,650,6,2.0,2.0,300,160,300,45,5,MAX_RECOVERY_STEPS_GT_3,90.4083
1750,12081.59,18.587062,1.303159,3.985929,3.597478,13.5771,650,6,2.0,1.6,300,160,300,45,5,MAX_RECOVERY_STEPS_GT_3,90.4083
1552,8916.67,13.408526,1.285192,4.364584,2.810077,10.1648,665,7,1.5,1.4,400,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,90.3118
1284,5877.26,9.226468,1.261624,4.607700,2.618681,9.5294,637,7,1.5,1.4,400,40,220,15,5,MAX_RECOVERY_STEPS_GT_3,90.0625
1499,8033.44,11.676512,1.222250,4.771641,2.447005,10.5226,688,6,2.0,2.0,300,120,300,15,7,MAX_RECOVERY_STEPS_GT_3,90.0416
1009,5878.22,9.099412,1.257380,4.608453,2.611087,9.4990,646,7,1.5,1.6,350,40,220,30,5,MAX_RECOVERY_STEPS_GT_3,90.0148
922,10820.71,16.750325,1.319535,3.968092,3.509891,12.9875,646,6,2.5,1.2,150,120,220,45,5,MAX_RECOVERY_STEPS_GT_3,89.8579
2061,11112.36,16.438402,1.288147,4.031959,3.434991,12.8022,676,6,2.0,1.2,250,160,300,45,5,MAX_RECOVERY_STEPS_GT_3,89.7651
1150,6437.85,13.874677,1.220897,2.172828,2.373614,16.0015,464,5,3.0,1.0,200,160,260,15,3,,89.7057
411,3945.18,7.922048,1.169536,2.399934,1.766465,11.7992,498,5,2.0,1.4,150,120,100,15,3,,89.5253
1270,7622.37,11.854386,1.222487,4.633378,2.495049,8.9768,643,6,2.0,1.4,350,120,220,15,5,MAX_RECOVERY_STEPS_GT_3,89.4629
234,2712.51,6.322867,1.159469,2.334788,1.726264,9.1516,429,7,4.0,1.8,200,40,180,30,3,,89.3688
1566,11360.84,16.137557,1.262577,4.318496,3.003581,12.8663,704,6,2.0,2.0,300,200,300,45,7,MAX_RECOVERY_STEPS_GT_3,89.2443
125,11360.84,16.137557,1.262577,4.318496,3.003581,12.8663,704,6,2.0,1.6,300,200,300,45,7,MAX_RECOVERY_STEPS_GT_3,89.2443
713,4420.40,9.306105,1.158039,2.496061,1.582404,11.4883,475,6,2.0,2.0,300,200,220,15,3,,89.0063
2325,10487.78,16.387156,1.267436,4.118847,3.253676,11.8119,640,6,2.5,1.0,250,160,260,30,5,MAX_RECOVERY_STEPS_GT_3,88.8922
1679,9633.23,13.880735,1.287208,4.134096,2.996698,10.7959,694,7,1.5,1.4,150,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,88.8065
2235,11147.38,16.539139,1.269725,4.163074,3.249155,13.1791,674,6,2.0,1.6,100,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,88.7654
2193,11147.38,16.539139,1.269725,4.163074,3.249155,13.1791,674,6,2.0,2.0,100,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,88.7654
1732,10736.42,15.882278,1.272665,4.116268,3.248908,12.5595,676,6,2.0,1.2,450,160,300,15,7,MAX_RECOVERY_STEPS_GT_3,88.7303
2173,10996.92,16.267633,1.268436,4.122031,3.241045,12.6463,676,6,2.5,1.0,150,200,220,30,7,MAX_RECOVERY_STEPS_GT_3,88.6162
1079,11704.02,18.519019,1.366286,3.621607,3.881028,14.3539,632,7,2.0,2.0,150,80,220,30,5,MAX_RECOVERY_STEPS_GT_3,88.6103
1998,11895.35,17.042049,1.292942,4.428682,3.168581,17.3276,698,6,2.5,1.2,150,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,88.4950
2020,11765.11,17.907321,1.283777,4.068466,3.214622,12.7837,657,6,2.5,2.0,450,200,300,30,7,MAX_RECOVERY_STEPS_GT_3,88.0332
2033,12593.30,20.746787,1.294860,4.049462,3.414994,14.3297,607,7,4.0,1.0,150,200,220,30,7,MAX_RECOVERY_STEPS_GT_3,87.9844
